fold,run,algorithm,accuracy,precision,recall,f1_score,convergence_speed,best_loss,threshold_reached,fold_threshold
2,35,Hybrid ACOR-LM,0.7552083333333334,0.6851851851851852,0.5522388059701493,0.6115702479338843,0,0.4013952968612814,True,1.5238381177281313
2,36,Hybrid ACOR-LM,0.7760416666666666,0.7068965517241379,0.6119402985074627,0.656,0,0.42761835249632096,True,1.5238381177281313
2,37,Hybrid ACOR-LM,0.765625,0.6964285714285714,0.582089552238806,0.6341463414634146,0,0.42102598077371195,True,1.5238381177281313
2,38,Hybrid ACOR-LM,0.8020833333333334,0.7735849056603774,0.6119402985074627,0.6833333333333333,0,0.4207713908232191,True,1.5238381177281313
2,39,Hybrid ACOR-LM,0.78125,0.6984126984126984,0.6567164179104478,0.676923076923077,0,0.40839729861539564,True,1.5238381177281313
2,40,Hybrid ACOR-LM,0.7552083333333334,0.6724137931034483,0.582089552238806,0.624,0,0.4061781011913188,True,1.5238381177281313
2,41,Hybrid ACOR-LM,0.7604166666666666,0.6909090909090909,0.5671641791044776,0.6229508196721312,0,0.4194263629500455,True,1.5238381177281313
2,42,Hybrid ACOR-LM,0.75,0.6727272727272727,0.5522388059701493,0.6065573770491803,0,0.4152071351249973,True,1.5238381177281313
2,43,Hybrid ACOR-LM,0.7708333333333334,0.7169811320754716,0.5671641791044776,0.6333333333333333,0,0.43299067904210964,True,1.5238381177281313
2,44,Hybrid ACOR-LM,0.7604166666666666,0.7058823529411765,0.5373134328358209,0.6101694915254238,0,0.4086360462962068,True,1.5238381177281313
2,45,Hybrid ACOR-LM,0.7760416666666666,0.6935483870967742,0.6417910447761194,0.6666666666666666,0,0.4293521783738089,True,1.5238381177281313
2,46,Hybrid ACOR-LM,0.7447916666666666,0.6607142857142857,0.5522388059701493,0.6016260162601627,0,0.4151572914078179,True,1.5238381177281313
